clean_text,translated_text,subjektivitas,polaritas,sentimen
mudah,easy,0.8333333333333334,0.43333333333333335,positif
banyak promo nya,lots of promos,0.0,0.0,netral
mannnntaaab,mannnntaaab,0.0,0.0,netral
good,good,0.6000000000000001,0.7,positif
sangat sangat membantu perjalanan,very very helpful for travel,0.39,0.26,positif
"tiba-tiba terjadi pemesanan sendiri, nyusahin costumer dan driver.","suddenly there was a self-ordering, causing problems for customers and drivers.",0.5,0.0,netral
bagus,good,0.6000000000000001,0.7,positif
nice,nice,1.0,0.6,positif
mantaaaaaafs jiwa dah pokoknya...,mantaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa...,0.0,0.0,netral
good,good,0.6000000000000001,0.7,positif
"aneh, perjalanan cuma 300meter tapi harus nunggu driver yg dapetnya 1 km lebih, ini mah bukan telat karna perjalanan tapi karna nunggu pesanan yg dapet drivernya selalu 1 km lebih, perasaan driver ojol banyak deh tapi kenapa nyangkutnya ke driver yg paling jauh?","it's strange, the trip is only 300 meters but you have to wait more than 1 km for the driver who gets it. this isn't late because of the trip but because the driver always waits for an order that gets more than 1 km. i think there are a lot of motorbike taxi drivers but why do they stick to the drivers who are furthest away?",0.55,0.13,positif
nice,nice,1.0,0.6,positif
suka banget aplikasi ini,really like this application,0.2,0.2,positif
"pesen gocar cancel mulu, karena kondisi hujan kemudian pengemudi tidak mau ambil dengan alasan macet dan argo murah","i ordered a gocar to cancel at first, because it was raining and the driver didn't want to take it on the grounds that there was traffic jam and the meter was cheap",0.5166666666666666,0.325,positif
sangat bermanfaat,very helpful,0.3,0.2,positif
good,good,0.6000000000000001,0.7,positif
buat iklan.untuk gobox biar tame,make an ad. for gobox let it be tame,0.21666666666666667,-0.21666666666666667,negatif
bags aplikasi nya dan mobil gocar lebih cepat dari grab,bags application and gocar is faster than grab,0.0,0.0,netral
"ada gambat kartun yang auratnya kelihatan, usahakan dihapus.","there are cartoon images whose private parts are visible, try to delete them.",0.375,0.0,netral
sangat bahagia punya gojek di aplikasi ini saya bisa segal nya thank you gojek🙏🙏,"very happy to have gojek on this application, i can do everything, thank you gojek🙏🙏",1.0,1.0,positif
ok,ok,0.5,0.5,positif
top,top,0.5,0.5,positif
good,good,0.6000000000000001,0.7,positif
mantap,solid,0.1,0.0,netral
"membantu masalah ? paylater ditunda berbulan bulan . katanya ada masalah aktifitas tidak wajar ?? padahal tagihan lancar ,tidak pernah telat","help with problems? paylater was postponed for months. he said there was a problem with unnatural activities?? even though the bills are running smoothly, they are never late",0.55,0.275,positif
ngehapus voucer seenak jidat,delete vouchers at will,0.0,0.0,netral
gercep terakasi bang.,done quickly bro.,0.5,0.3333333333333333,positif
ok,ok,0.5,0.5,positif
sangat memuaskan,very satisfactory,0.3,0.2,positif
baik,good,0.6000000000000001,0.7,positif
good job,good job,0.6000000000000001,0.7,positif
mantap 😁👍👍👍👍👍👍,solid 😁👍👍👍👍👍👍,0.1,0.0,netral
untuk gofood bisa g aktifin lagi pembatalan klo belum belum dapat driver minimal beri waktu lah 10 detik soalnya pihak resto jg belum nyiapin makanannya klo belum dapat driver. sama g ada jg kompensasinya klo pengantarannya lewat dari estimasi di apknya,"for gofood, you can no longer activate the cancellation if you haven't got a driver, at least give it 10 seconds because the restaurant hasn't prepared the food yet if you haven't got a driver. there is also no compensation if the delivery is later than the estimate in the apk",0.2,-0.15,negatif
banyak pungli driver nya,there are a lot of extortion drivers,0.0,0.0,netral
nice,nice,1.0,0.6,positif
mantul,helpful,0.0,0.0,netral
sempurna,perfect,1.0,1.0,positif
ok,ok,0.5,0.5,positif
ini aplikasi gak bagus . chat cs nya respon lambat ..di telpon tidak bisa.. kendala kemitraan berbahaya di balas . barang yang tertinggal tidak di respon,this application is not good. the cs chat response is slow.. on the phone it doesn't work.. dangerous partnership problems are answered. items left behind are not responded to,0.5199999999999999,-0.32999999999999996,negatif
beli di gofood semua mahal tdk pernah ada promo payah!!!,"buy on gofood, everything is expensive, there are never any bad promotions!!!",0.6833333333333333,-0.75,negatif
"udah jelas2 driver di pariaman banyak yg gak ada,, masih aja di aktifkan fitur go food nya,, giliran di pesan makanannya,, driver gak ada,, mau cancel, malah di gantung sampai 2 jam.. anjritt 2 jam nahan lapar gaes gara2 makai aplikasi ini","it's clear that there are a lot of drivers in pariaman who aren't there... the go food feature is still activated... it's their turn to order food... the driver isn't there... i want to cancel, instead i'm left hanging for 2 hours... i'm stuck for 2 hours and i'm hungry because of this. use this application",0.19166666666666665,0.05000000000000001,positif
aplikasi tolol gk bisa di batalin,stupid apps can't be cancelled,1.0,-0.7999999999999999,negatif
keren sangat berguna,"cool, very useful",0.325,0.37,positif
good app,good app,0.6000000000000001,0.7,positif
madev,madev,0.0,0.0,netral
bagus sangat membantu,"good, very helpful",0.45000000000000007,0.44999999999999996,positif
a few times using this app but very helpfull thank you,a few times using this app but very helpfull thank you,0.2,0.0,netral
lbih muda perjalanan,younger travel,0.0,0.0,netral
terbaik,the best,0.3,1.0,positif
"gopaylater kon*ol!! limit gw 8 juta, gak pernah telat bayar, begitu mo transaksi 3 juta tiba2 gak bisa dipake!! auto uninstal!!","stupid gopaylater!! my limit is 8 million, i've never paid late, when i made a transaction of 3 million suddenly i couldn't use it!! auto uninstall!!",0.7000000000000001,-0.43333333333333335,negatif
saya merasa dirugikan,i feel disadvantaged,0.0,0.0,netral
"sejauh ini memuaskan, makanannya murah, layanan memuaskan, drivernya sopan","so far it's satisfactory, the food is cheap, the service is satisfactory, the drivers are polite",0.85,0.25,positif
"pelayanan cepat,,,gojek selalu no 1","fast service, gojek is always number 1",0.6,0.2,positif
sangat membantu dalam kehidupan sehari-hari,very helpful in everyday life,0.44999999999999996,0.0,netral
"gofood 5000, gofood ops 5000, goride slot...gosend slot bandung, semua dibikin slot, goride nego tau muncul apa udah ganti slot...aplikator ingin untung banyak dgn potongan dan biaya jasa aplikasi... algoritma di bikin gacor dgn aceng dan slot yg reguler dibikin anyeb...","gofood 5000, gofood ops 5000, goride slot... gosend slot bandung, all are made into slots, goride negotiable, you know what will appear and have changed the slot... the applicator wants to make a lot of profit with discounts and application service fees... the algorithm is made gacor with aceng and the regular slots are made different...",0.258974358974359,0.06666666666666667,positif
top bgt,top bgt,0.5,0.5,positif
👍👍👍👍👍,👍👍👍👍👍,0.0,0.0,netral
alah pada gajelas driver nya klo abis ujan susah banget dapet nyaaa,"alas, the driver is very hard to find when it's raining",0.8520833333333333,-0.3895833333333334,negatif
ga suka driver nya pada manja kalo lagi ujan..bikin buang2 waktu nungguin nya dan ga pernah dapet klo lg ujan,i don't like that the driver is spoiled when it's raining.. it makes me waste time waiting for it and i never get it when it's raining again.,0.0,-0.2,negatif
"gofood hemat jadi lama pengantaran makanan nya,secara gak langsung diarahkan jadi ambil reguler,masa 1 jam tiap pesen makanan baru sampe, lapar nya keburu ganti jadi masuk angin","gofood is economical so it takes a long time to deliver the food, it's not directly directed so it's regular pick up, it takes 1 hour each time you order the food before it arrives, your hunger quickly turns into a cold",0.5461538461538461,-0.011111111111111108,negatif
sangat membantu untuk bepergian dan sangat puas dengan pelayanannya,very helpful for traveling and very satisfied with the service,0.65,0.42500000000000004,positif
mantap lah,it's solid,0.1,0.0,netral
ok bgt,ok,0.5,0.5,positif
"aplikasi dibutuhkan ketika diskon makan aja, selebihnya zonk","the application is only needed for food discounts, the rest is zonk",1.0,0.0,netral
baguss,nice,1.0,0.6,positif
kepiting kurus masakan enak,skinny crab delicious cooking,1.0,1.0,positif
menyala,light up,0.7,0.4,positif
kenapa kalo pesan makanan selalu telat akhir2 ini? aneh,why is it always late to order food lately? strange,0.375,-0.175,negatif
bagus amanah,good trust,0.6000000000000001,0.7,positif
apk tolol,stupid apk,1.0,-0.7999999999999999,negatif
simple,simple,0.35714285714285715,0.0,netral
❤️,❤️,0.0,0.0,netral
jd ngerasa dewasa klo make ini,i feel mature when i use this,0.1,0.1,positif
iklan terusan mengganggu,continuous annoying ads,0.9,-0.8,negatif
sangat bermanfaat,very helpful,0.3,0.2,positif
mantapppp,greatpppp,0.0,0.0,netral
"mohon untuk pemilihan driver yang lokasinya dekat(masih satu area) dengan customer , jangan acak. disamping menunggu lama , kasihan driver yang lokasi dekat dengan customer jarang dapat orderan","please choose a driver whose location is close (still in the same area) to the customer, don't be random. apart from waiting a long time, it's a pity that drivers who are located close to customers rarely get orders",0.425,-0.07,negatif
helpful,helpful,0.0,0.0,netral
mantap,solid,0.1,0.0,netral
"pengemudi smart, penjemputan cepat","smart driver, fast pick-up",0.6214285714285714,0.20714285714285713,positif
cukup bagus,quite good,0.6000000000000001,0.7,positif
terbaik,the best,0.3,1.0,positif
top,top,0.5,0.5,positif
sangat bermanfaat,very helpful,0.3,0.2,positif
mantap,solid,0.1,0.0,netral
mantabb pokoknyaa,really great,0.75,0.8,positif
helpfull,helpfull,0.0,0.0,netral
mantap,solid,0.1,0.0,netral
bagus👍⭐⭐⭐⭐⭐,nice👍⭐⭐⭐⭐⭐,0.0,0.0,netral
terpercaya,trustworthy,0.0,0.0,netral
makasi,hard,0.5416666666666666,-0.2916666666666667,negatif
berguna,useful,0.0,0.3,positif
bagus aplikasinya,good application,0.6000000000000001,0.7,positif
alhamdulillah semua pesanan sesuai ekspetasi,"thank god, all orders met expectations",0.0,0.0,netral
lama bnget nunggunya...,waiting so long...,0.4,-0.05,negatif
"di surabaya pesen gocar susah, coba merk lain gampang","in surabaya ordering a gocar is difficult, trying another brand is easy",0.9166666666666667,-0.033333333333333326,negatif
"aplikasi berkembang. grab aja bisa ngasih driver dekat dari posisi kita, gojek dari dulu gak ada kemajuan, jarak antar sama jarak jemput lebih jauh jarak jemputnya.","developing applications. just grab it can give you a driver close to our position, gojek has not made any progress in the past, the distance between pick up and pick up is longer.",0.25,-0.25,negatif
"gojek terbaik, biaya murah banyak promo,.. sangat membantu😄","the best gojek, cheap costs, lots of promotions,.. very helpful😄",0.43333333333333335,0.5333333333333333,positif
penyelesaian masalah sangat buruk,very poor problem solving,0.78,-0.52,negatif
jos,if,0.0,0.0,netral
membantu bgt,very helpful,0.3,0.2,positif
terpercaya pokonya sangat membantu dan bagus sekali,"trusted, the point is very helpful and very good",0.54,0.5549999999999999,positif
5bintang,5 stars,0.0,0.0,netral
mantap,solid,0.1,0.0,netral
"sangat membantu dalam transportasi dan pengiriman barang/makanan, pertahankan kinerjanya ya","very helpful in transportation and delivery of goods/food, keep up the performance",0.3,0.2,positif
sangat kacau. di peta banyak driver yang stby ga ada yg ambil. udah nunggu lama akhirnya dapat namun di cancel oleh driver. gimana ni?,"very messy. on the map there are many drivers who are standing by, no one is taking it. i've been waiting for a long time, finally i got it but the driver canceled it. how is this?",0.605,0.0475,positif
buat apa ada promo kalau nyari driver nya ga dapat dapat padahal ada tanda banyak driver di sekitar harus pake biaya biar cepat hadeh,what's the point of having a promo if you can't look for a driver even though there are signs with lots of drivers around? you have to charge a fee to get there quickly.,0.5,0.3333333333333333,positif
drivernya kaga mau ngambil males gua pake aplikasi ini lagi,the driver doesn't want to use this application anymore,0.0,0.0,netral
"dah lah,skrng login pun pkek vermuk segala,gk ad aksesoris tpi ggal trs aneh, semoga bangkrut lu gojek,aamiin cari alamat akurat susah,login pun repot. dah kapok kapok!!!!!","that's it, now i'm logging in using everything, there are no accessories but it still doesn't work, i hope gojek goes bankrupt, i'm sorry it's hard to find the right address, logging in is a hassle. i've given up enough!!!!!",0.644345238095238,-0.12648809523809526,negatif
makin sering pakai gofood makin mahal biaya penanganannya😭,"the more often you use gofood, the more expensive the handling costs are😭",0.5666666666666667,0.16666666666666666,positif
gokil,crazy,0.9,-0.6,negatif
tidak rekomed,not recommended,0.0,0.0,netral
pencarian driver jauh2,remote driver search,0.2,-0.1,negatif
tolong evaluasi aja kalau ada driver yang suka ngeluh² ke customer.,please just evaluate if there are drivers who like to complain to customers.,0.0,0.0,netral
membantu,help,0.0,0.0,netral
lokasi disekitar banyak mobil ngetem. tapi order susah dan dapetnya malah yg jauh. potongan doang mao gede sistem bobrok,location around many parking cars. but it's hard to order and it's even far away. just a big cut of the dilapidated system,0.5354166666666667,0.07708333333333334,positif
"baru kali ini dapet orderan langsung 2 kali :( rencana mau mesen tapi ga dapet dapet driver akhirnya ngulang, pas kedua kalinya tetep ga dapet berujung saya batalin buat lanjut, ternyata selang puluhan menit tbtb dapet telepon dari driver kalo udah sampe di titik jemput, dan langsung 2 driver.. maaf tapi sistemnya memang lagi down atau saya yang salah ya? bingung banget pas dapet kejadian begini :((","this is the first time i've gotten an order straight away twice :( i planned to order but didn't get a driver, finally repeated, the second time i still didn't get it, i decided to cancel to continue, it turned out that after tens of minutes, i got a call from the driver when i had arrived at the pick-up point, and 2 drivers straight away... sorry but the system is down or am i wrong? i'm really confused when i get something like this :((",0.6383838383838384,-0.21868686868686868,negatif
"ga masuk akal,order gofood ubi sampe 1 jam.","it doesn't make sense, ordering gofood sweet potatoes takes up to 1 hour.",0.65,0.35,positif
beyum di cuba🥺🥴😍,beyum tried 🥺🥴😍,0.0,0.0,netral
tolong dibuatkan fitur uang pemberian tip yg bisa ditentukan minimal nya,please create a tipping feature that can determine the minimum,0.0,0.0,netral
mantap driver ojol nya.,great motorbike taxi driver.,0.75,0.8,positif
lebih gampang penemuan lokasi lebih cepat dari grab,easier to find locations faster than grab,0.0,0.0,netral
"aplikasinya bagus banget, tapi saya mau kasih saran buat ditambahkan fitur pesan ulang gojek yang sama, kayak jadi gojek langganan gitu. dulu saya pernah nyoba mau langganan sama salah satu driver gojek buat anter pulang cuman sayangnya udah lost contact ;-;. ditambahkannya fitur ini bisa ngebantu banget buat aku, jadi gak harus nungguin dulu yg lama buat mesen, segitu aja buat curahan hati kecilku hehe, overall semuanya udah bagus. sekian terima gaji 🙏","the application is really good, but i want to give a suggestion to add the same gojek reorder feature, like becoming a gojek subscriber. i once tried to subscribe to one of the gojek drivers for a delivery home, but unfortunately i lost contact ;-;. the addition of this feature can be really helpful for me, so i don't have to wait a long time to order, that's all i need to express my little heart hehe, overall everything is good. that's how much you receive your salary 🙏",0.44750000000000006,0.15124999999999997,positif
cukup puas selama ini saya menggunakan jasa transportasi gojek,i am quite satisfied so far using gojek transportation services,1.0,0.3,positif
mudah,easy,0.8333333333333334,0.43333333333333335,positif
ok,ok,0.5,0.5,positif
mantabz bet lah,steady bet lah,0.5,0.16666666666666666,positif
aplikasi transport dan food nya bagus. tp paylater nya jelek sekali dari sisi pelaporan bi checking dan ketika lunas akun pasti d bekukan. jangan mudah terpancing oleh promo promo nya,the transportation and food applications are good. but the paylater is very bad in terms of bi checking reporting and when it is paid off the account will definitely be frozen. don't be easily lured by the promotions,0.7000000000000001,0.055833333333333374,positif
jelek aja guys mending beli makanan atau mixue beli sendiri aja deh tinggal bayar parkir praktis,"it's not bad, guys, it's better to just buy food or mixue yourself, just pay for practical parking",0.5833333333333333,0.42499999999999993,positif
"dapet abang2 yang sepertinya punya latar belakang khusus (ketahuan saat berinteraksi dengan abang gojeknya), tapi sistem gojek tidak info hal ini, yang akhirnya saya bingung mau rate abangnya jelek atau gimana? kecewa sama abangnya iya, karena ga bisa maksimal ngasih service (somehow saya harus ikhlas karena beliau punya latbel khusus), tapi lebih kecewa sama gojeknya. platform apaan","i got a brother who seemed to have a special background (found out when interacting with his gojek brother), but the gojek system didn't provide information about this, so in the end i was confused whether his brother's rate was bad or what? disappointed with his brother, yes, because he couldn't provide maximum service (somehow i had to be sincere because he has a special label), but more disappointed with the gojek. what platform?",0.6261904761904762,-0.11071428571428568,negatif
suka bgt sama aplikasi ny,really like the application,0.2,0.2,positif
kenapa terlalu byk iklan ya...😭,why are there too many ads...😭,0.5,0.5,positif
sangat membantu,very helpful,0.3,0.2,positif
semoga bermanfaat dan terimakasih,hopefully it's useful and thank you,0.0,0.3,positif
good,good,0.6000000000000001,0.7,positif
sangat baguss,very good,0.7800000000000001,0.9099999999999999,positif
"sering sekali saya sudah menekan pembatalan tapi tetap saja mencari driver lain/mengantar pesanannya, tidak ada solusi baik dari cs","very often i press cancel but still look for another driver/deliver the order, there is no good solution from cs",0.45000000000000007,-0.07499999999999998,negatif
aplikasi ribet klo ujan ngasih driver jauh². gaguna bikin emosi. org lagi buru² malah kyk dipermainkan.,"the application is complicated if it rains, giving the driver a long way to go. there's no point in making you emotional. people are in a hurry and it even looks like they're being played.",0.6833333333333332,-0.18333333333333335,negatif
pqylater nya dong kk d acc,pqylater is dong kk d acc,0.0,0.0,netral
pilihan pertama untuk ojek online.,first choice for online motorcycle taxis.,0.3333333333333333,0.25,positif
worth it,worth it,0.1,0.3,positif
sangat baik,very good,0.7800000000000001,0.9099999999999999,positif
mantap,solid,0.1,0.0,netral
top,top,0.5,0.5,positif
sangat membantu d saat urgent,very helpful in times of emergency,0.3,0.2,positif
memudahkan belanja,makes shopping easier,0.0,0.0,netral
terimakasih,thank you,0.0,0.0,netral
memudahkan pengiriman,makes shipping easier,0.0,0.0,netral
lama banget cuman buat mobil,it takes a long time just to make a car,0.4,-0.05,negatif
baik,good,0.6000000000000001,0.7,positif
tolong tambahkan fitur seperti lokasi saat ini agar mudah dalam mengset lokasi penjemputan karna ada beberapa lokasi yang tidak terdaftar di maps,please add features such as current location to make it easier to set the pick-up location because there are several locations that are not listed on maps,0.3,0.0,netral
keren,keren,0.0,0.0,netral
bagus,good,0.6000000000000001,0.7,positif
"sangat mengganggu,kbnyakan iklan","very annoying, lots of ads",1.0,-1.0,negatif
bagus,good,0.6000000000000001,0.7,positif
good app 👍🏻,good app 👍🏻,0.6000000000000001,0.7,positif
sorry ganti bintang nya soalnya gojek dan gocar sekarang sering dapet driver jauh dr lokasi dan sering di cancel krn driver terlalu jauh klo kita perluh cepet tdk membantu jadinya...tolong di perbaiki sistemnya supaya pelanggan juga merasa nyaman pakai gojek.,sorry for changing the star because gojek and gocar now often get drivers far from the location and are often canceled because the driver is too far away if we need to hurry up it doesn't help... please improve the system so that customers also feel comfortable using gojek.,0.95,0.024999999999999994,positif
sangat membantu,very helpful,0.3,0.2,positif
kerja bagus,nice job,1.0,0.6,positif
chat cs bukan cs beneran manusia melainkan robot,cs chat is not real human cs but a robot,0.06666666666666667,0.0,netral
sangat membantu,very helpful,0.3,0.2,positif
aman,aman,0.0,0.0,netral
aplikasi yg bagus juga memudah kn pesan mkanan atau saat kita butuh kendaraan👍👌,a good application also makes it easier to order food or when we need a vehicle👍👌,0.6000000000000001,0.7,positif
"excellent, bgus skali pke gojek","excellent, very good to use gojek",0.8900000000000001,0.955,positif
mantap,solid,0.1,0.0,netral
baru ini top up macet...,recently the top up was stuck...,0.375,0.25,positif
barupdate ra keno pencet ra iso pesen panganan dungu,barupdate ra keno pencet ra iso pesen panganan dungu,0.0,0.0,netral
mantap,solid,0.1,0.0,netral
responnya cepat,the response is fast,0.6,0.2,positif
"hapus aja itu gocar..... gila gak nerima 20k kebawah.... fitur diskon jadi sia sia mendingan gak usah adain diskon sekalian.... mesen sejam cuma dapet pesan ""batalin aja mas kejauhan""","just delete it, gocar..... crazy not accepting 20k or less.... the discount feature is useless. it's better not to have a discount at all.... order for an hour only to get the message ""just cancel it bro""",0.5333333333333334,-0.15333333333333332,negatif
"pas mencet alamat tiba"" langsung mesen,padhl cuma mau ngecek harga aja kan jadi ga enak sma supir nya","when i pressed the address, i arrived and ordered straight away, even though i just wanted to check the price, the driver didn't feel comfortable with it.",0.6000000000000001,0.30000000000000004,positif
best app,best app,0.3,1.0,positif
"semakin sering dipakai diskonnya makin kecil, dari 5k, 4k, sampe sekarang tinggal 1,5k. bukannya semakin loyal semakin diperbanyak bonusnya eh ini makin pelit.","the more frequently you use it, the smaller the discount, from 5k, 4k, until now it's only 1.5k. it's not that the more loyal you are, the more bonuses you get, but this is getting stingier.",0.5904761904761904,0.2761904761904762,positif
mantap semoga bisa mensejahterakan mitra pengemudinya,"great, hopefully it can improve the welfare of its driver partners",0.75,0.8,positif
bagus sekali,very good,0.7800000000000001,0.9099999999999999,positif
aplikasi paling membantu disaat repot,the most helpful application in times of trouble,0.35,0.15,positif
sangat bagus,very good,0.7800000000000001,0.9099999999999999,positif
"apalah ini, masa ga nyakup yg pling 5km dr pantura, ga memuaskan.","what is this, if you don't have enough, the most 5km from pantura, isn't satisfying.",0.6666666666666666,0.3333333333333333,positif
sangat baik,very good,0.7800000000000001,0.9099999999999999,positif
udah 2thn buat gofood malah makin pelit voucherr😔😔😔,i've been using gofood for 2 years and it's even more stingy with vouchers😔😔😔,0.5,0.5,positif
trima kasih,thank you,0.0,0.0,netral
mantap,solid,0.1,0.0,netral
mantaappp,mantapp,0.0,0.0,netral
aplikasi yg ga punya no tlp coustemer service padahal banyak masalah,an application that doesn't have a customer service telephone number even though there are lots of problems,0.0,0.0,netral
mantap,solid,0.1,0.0,netral
"terbaik,","best,",0.3,1.0,positif
gofood sekarang udah gak bisa pake promo kalau pake mode hemat 👎👎👎. lagu lo jelekkkkk,gofood now you can't use promo if you use saving mode 👎👎👎. your song is bad,0.6666666666666666,-0.6999999999999998,negatif
sejauh ini menggunakan gojek tdk pernah mengecewakan 👍🏻,so far using gojek has never disappointed 👍🏻,0.875,0.2375,positif
biasa aja,just the same,0.125,0.0,netral
tepat waktu,on time,0.0,0.0,netral
sangat membantu,very helpful,0.3,0.2,positif
mantap,solid,0.1,0.0,netral
mantap,solid,0.1,0.0,netral
ok,ok,0.5,0.5,positif
sering banget kalo di aplikasi lagi ada promo tapi aplikasi nya sendiri malah gabisa order. heran!,"very often, if there's a promo on the app, but the app itself can't even order. amazed!",0.3,0.25,positif
belakangan ini tingkalaku driver seenaknya bikin cancel. next time mungkin lebih bagus pakai aplikasi lain lebih mudah dan terpercaya.,"lately, the driver's behavior has been to cancel. next time it might be better to use another application which is easier and more reliable.",0.4,0.175,positif
bagus,good,0.6000000000000001,0.7,positif
puas,damage,0.0,0.0,netral
"iklan nya menggangu, kenapa setiap main hp selalu muncul iklan ini, jadi gk bisa di mainan hp, enak ntnn tiba tiba muncul gitu trus,","the ads are annoying, why is it that every time you play on your cellphone this ad always appears, so you can't play on your cellphone, it's nice to see that it suddenly appears like that and then,",0.7999999999999999,-0.0666666666666667,negatif
"jarang promo buat pembeli, nominal promonya tidak besar, dan driver tidak amanah","there are rarely promos for buyers, the promo amount is not big, and the drivers are not trustworthy",0.5,0.15,positif
ok membantu dalam keseharian,"ok, it helps in everyday life",0.55,0.15,positif
"sangat buruk sekali saya topup ke nomor yang dulu , cs nya banyak bertele tele","it was very bad. i topped up the old number, the cs was very long-winded",0.6888888888888888,-0.35666666666666663,negatif
selalu jadi pilihan utama masalah kirim dan ambil barang terbaik pokoknya,always the first choice when it comes to sending and picking up the best goods,0.31666666666666665,0.625,positif
gojeg pancen oyeee..👍👍🤝,really good..👍👍🤝,0.2,0.2,positif
mantappp,greatpp,0.0,0.0,netral
"kalo ngiklan di game tu yg bener dong!!! ganggu orang main game aja lu!!! tiap ada iklan diklik silang selalu ga bisa, selalu di arahin ke aplikasi, bikin game nya ngulang dari awal, aplikasi ga jelas!!! udah mah promo dikit, mahal mahal, ngiklan aja juga ga becus bikin kesel aja!!!!!","if you advertise in the game, that's right!!! don't disturb people playing games!!! every time there is an ad that is cross-clicked, it always doesn't work, it is always directed to the application, making the game repeat from the beginning, the application is not clear!!! i already have a little promotion, it's expensive, it's not enough to advertise it, it's not enough to make people upset!!!!!",0.4898809523809524,-0.07314453125,negatif
good,good,0.6000000000000001,0.7,positif
sesuai cepat,suit quickly,0.5,0.3333333333333333,positif
semua jadi mudah kalau ada gojek 🥳,everything becomes easier if there is a gojek 🥳,0.0,0.0,netral
sangat membantu,very helpful,0.3,0.2,positif
bagus,good,0.6000000000000001,0.7,positif
good discount,good discount,0.6000000000000001,0.7,positif
sangat membantu... apalagi kalau harganya jangan terlalu mahal dari sebelah...kita khan cinta indonesia makanya pakainya gojek,"very helpful... especially if the price isn't too expensive compared to the other side... we love indonesia, that's why we use gojek",0.595,0.015000000000000003,positif
pengawas gojek di mataram.ntb,gojek supervisor at mataram.ntb,0.0,0.0,netral
mantap caur :),cool through :),0.825,0.425,positif
"fitur paylater dan pinjam tersedia, tapi tidak dapat di gunakan... uninstal. beda jauh dengan shoppepay. pengajuan pinjam dan paylater tidak ada syarat apapun dalam pembelanjaan terdahulu.","paylater and borrow features are available, but cannot be used... uninstall. very different from shoppepay. there are no conditions for applying for loans and payments beforehand.",0.5900000000000001,0.2,positif
sangat terbantu ketika butuh bepergian dadakan dan g ada yg bisa antar.. juga pembayaran yg bisa pakai gopay later.. 🤭 terimakasih gojek.. 👍,very helpful when you need to travel suddenly and no one can deliver... also you can pay using gopay later... 🤭 thank you gojek... 👍,0.26666666666666666,0.06666666666666667,positif
bagus drvernya kooperatif dan ramah,"good driver, cooperative and friendly",0.55,0.5375,positif
maju terus,move forward,0.0,0.0,netral
gojek g nya sigma,gojek is sigma,0.0,0.0,netral
sangat cocok untuk kita semua semoga kedepannya bisa lebih baik lagi,"very suitable for all of us, hopefully in the future it can be even better",0.5333333333333333,0.405,positif
apk jadi sering eror mau pesen makanan juga udh berapa kali tutup aplikasi tetep aja padahal jaringan bagus,"the apk often has errors when ordering food, how many times have the app still closed even though the network is good?",0.4000000000000001,0.3666666666666667,positif
transpot cepat dan nyaman,fast and convenient transportation,0.6,0.2,positif
sangat membantu,very helpful,0.3,0.2,positif
ok,ok,0.5,0.5,positif
pelayanan dari gojeknya bagus dan ketepatan pengiriman nya jg tepat waktu,the service from gojek is good and the delivery is also on time,0.6000000000000001,0.7,positif
"aplikasi ini sangat membantuu sayaa,buatt perjalan jauhh..terima kasihh.","this application is very helpful for me, make a long journey.. thank you.",0.35,0.07500000000000001,positif
mantap,solid,0.1,0.0,netral
good job,good job,0.6000000000000001,0.7,positif
kebanyakan iklan tiap buka aplikasi masuk iklan terosssssss,most of the adverts every time you open the application are filled with adverts,0.6333333333333333,0.3,positif
"saya menerima wa yang mengaku gojek, meminta pembayaran gopay later, sedangkan di akun gojek, saya tidak mengaktifkan gopay later.. saya ingin konfirmasi langsung ke call center untuk mengetahui apakah no saya bermasalah atau memang ini bentuk penipuan. tapi gojek tidak membuat call center yang dapat dihubungi customer, ini sangat sangat menyusahkan.","i received a wa claiming to be gojek, asking for gopay later payment, whereas on my gojek account, i didn't activate gopay later... i want to confirm directly with the call center to find out whether my number has a problem or whether this is a form of fraud. but gojek doesn't make a call center that customers can contact, this is very, very troublesome.",0.165,0.02666666666666667,positif
gojek ok punya,gojek is ok,0.5,0.5,positif
banyak iklan,lots of ads,0.0,0.0,netral
"sangat membantu,sopirnya ramah2","very helpful, the driver is friendly",0.4,0.2875,positif
"sangat membantu, dikala kita sedang sibuk.","very helpful, when we are busy.",0.3,0.15000000000000002,positif
sopir edan,crazy driver,0.9,-0.6,negatif
dulu sih bagus tpi skrg entah kenapa tarifnya makin hari makin ga ngotak dan pelayanannya skrg makin jelek,"it used to be good, but now for some reason the rates are getting worse and the service is getting worse",0.6000000000000001,-0.03333333333333336,negatif
